-1.925442695617676,-1.5768487453460691
-3.0927937030792236,-4.258672714233398
-3.1318936347961426,-0.947573721408844
-3.5290207862854004,-4.023569107055664
-2.6948297023773193,-0.3691321015357971
-1.2411960363388062,-1.3333544731140137
-1.0611335039138794,-1.2115263938903809
-3.0009329319000244,-2.2103097438812256
-1.9230988025665283,-1.2165814638137815
-1.4224836826324463,-0.7523718476295471
-0.6753103137016296,-0.5853351950645447
-4.073341369628906,-0.20422498881816864
-1.4701988697052002,-2.0122063159942627
-3.1735928058624268,-0.5856189131736755
-1.689375400543213,-1.1842137575149536
-3.2285118103027344,-0.6641665101051331
-1.2650984525680542,-1.209611892700195
-3.42181134223938,-0.46829092502593994
-3.68222975730896,-1.4424396753311155
-3.1712677478790283,-0.5210267901420593
-3.43518590927124,-0.5008998513221741
-2.9805843830108643,-3.159137010574341
-3.6948297023773193,-1.351782202720642
-3.0328261852264404,-0.4482252597808838
-1.524904727935791,-0.8091304898262024
-3.9786226749420166,-3.507171154022217
-3.6948297023773193,-0.9385567307472228
-3.0972671508789062,-3.535851240158081
-0.9863898754119872,-0.6674984097480774
-3.1296305656433105,-4.220705032348633
-2.87986159324646,-0.3670489192008972
-3.372901678085327,-1.5166093111038208
-2.196475028991699,-2.487237453460694
-0.502536952495575,-1.0697550773620603
-0.6256677508354187,-0.5572512745857239
-3.6359360218048096,-0.7219654321670532
-1.012499451637268,-1.0000454187393188
-3.294899225234986,-1.2398136854171753
-3.957864284515381,-1.4209442138671875
-1.8003228902816772,-1.839770555496216
-3.202976703643799,-0.6449989676475525
-3.050973653793335,-0.4835942387580872
-0.6921802163124084,-0.2978433668613434
-3.4553637504577637,-4.773245811462402
-1.119145154953003,-0.726952314376831
-3.4172956943511963,-1.1870756149291992
-3.405323266983032,-3.9591124057769775
-3.0791704654693604,-2.581714391708374
-3.1165618896484375,-0.5268080234527588
-2.9113216400146484,-1.7291709184646606
-2.4883790016174316,-0.6357424259185791
-1.212767243385315,-1.4833790063858032
-3.603199243545532,-4.258672714233398
